QuestionStartTime,SurveyQuestion,Answer
13:32:55,New ideas and projects sometimes distract me from previous ones.,'Mostly like me'
13:33:09,Setbacks don’t discourage me. I don’t give up easily.,'Somewhat like me'
13:33:18,I often set a goal but later choose to pursue a different one.,'Somewhat like me'
13:33:22,I am a hard worker.,'Mostly like me'
13:33:33,I have difficulty maintaining my focus on projects that take more than a few months to complete.,'Somewhat like me'
13:33:40,I finish whatever I begin.,'Mostly like me'
13:33:46,My interests change from year to year.,'Somewhat like me'
13:33:49,I am diligent. I never give up.,'Mostly like me'
13:34:00,I have been obsessed with a certain idea or project for a short time but later lost interest.,'Very much like me'
13:34:07,I have overcome setbacks to conquer an important challenge.,'Mostly like me'
13:35:04,"Some people are generally very happy. They enjoy life regardless of what is going on, getting the most out of everything. To what extent does this characterization describe you? (1 - not at all, 7 - a great deal)",'7'
13:35:15,"Some people are generally not very happy. Although they are not depressed, they never seem as happy as they might be. To what extent does this characterization describe you? (1 - not at all, 7 - a great deal)",'1'
13:35:36,Indicate the extent you have felt INTERESTED over the past week,'4 - Quite a bit'
13:35:45,Indicate the extent you have felt DISTRESSED over the past week,'3 - Moderately'
13:35:51,Indicate the extent you have felt IRRITABLE over the past week,'3 - Moderately'
13:35:56,Indicate the extent you have felt ALERT over the past week,'2 - A little'
13:36:00,Indicate the extent you have felt ASHAMED over the past week,'1 - Very slightly or not at all'
13:36:05,Indicate the extent you have felt INSPIRED over the past week,'4 - Quite a bit'
13:36:10,Indicate the extent you have felt NERVOUS over the past week,'4 - Quite a bit'
13:36:12,Indicate the extent you have felt DETERMINED over the past week,'4 - Quite a bit'
13:36:16,Indicate the extent you have felt ATTENTIVE over the past week,'3 - Moderately'
13:36:24,Indicate the extent you have felt JITTERY over the past week,'3 - Moderately'
13:36:27,Indicate the extent you have felt ACTIVE over the past week,'4 - Quite a bit'
13:36:29,Indicate the extent you have felt AFRAID over the past week,'2 - A little'
13:36:32,Indicate the extent you have felt EXCITED over the past week,'4 - Quite a bit'
13:36:40,Indicate the extent you have felt UPSET over the past week,'3 - Moderately'
13:36:42,Indicate the extent you have felt STRONG over the past week,'3 - Moderately'
13:36:45,Indicate the extent you have felt GUILTY over the past week,'3 - Moderately'
13:36:47,Indicate the extent you have felt SCARED over the past week,'2 - A little'
13:36:50,Indicate the extent you have felt HOSTILE over the past week,'3 - Moderately'
13:36:53,Indicate the extent you have felt ENTHUSIASTIC over the past week,'2 - A little'
13:36:55,Indicate the extent you have felt PROUD over the past week,'3 - Moderately'
13:37:13, At the end of my work day I am exhausted,'4 - Generally'
13:37:25,"I find it hard to show interest in other people, when I have just come home from work",'3 - Sometimes'
13:37:30,It takes me over an hour before I am fully recovered after a work day,'3 - Sometimes'
